year,prefecture,fish,value_million_JPY
2009,岡山,sea_urchin,0.25
2009,広島,sea_urchin,0.25
2009,山口,sea_urchin,199
2009,徳島,sea_urchin,63
2009,香川,sea_urchin,0.25
2009,愛媛,sea_urchin,119
2009,高知,sea_urchin,12
2009,福岡,sea_urchin,147
2009,佐賀,sea_urchin,243
2009,長崎,sea_urchin,495
2009,熊本,sea_urchin,134
2009,大分,sea_urchin,101
2009,宮崎,sea_urchin,43
2009,鹿児島,sea_urchin,228
2009,沖縄,sea_urchin,60
2010,北海道,sea_urchin,5949
2010,青森,sea_urchin,574
2010,岩手,sea_urchin,1352
2010,宮城,sea_urchin,319
2010,秋田,sea_urchin,0.25
2010,山形,sea_urchin,1
2010,福島,sea_urchin,345
2010,茨城,sea_urchin,1
2010,千葉,sea_urchin,0.25
2010,東京,sea_urchin,1
2010,神奈川,sea_urchin,2
2010,新潟,sea_urchin,1
2010,富山,sea_urchin,0.25
2010,石川,sea_urchin,0.25
2010,福井,sea_urchin,63
2010,静岡,sea_urchin,0
2010,愛知,sea_urchin,3
2010,三重,sea_urchin,2
2010,京都,sea_urchin,20
2010,大阪,sea_urchin,0
2010,兵庫,sea_urchin,37
2010,和歌山,sea_urchin,12
2010,鳥取,sea_urchin,103
2010,島根,sea_urchin,50
2010,岡山,sea_urchin,0
2010,広島,sea_urchin,0.25
2010,山口,sea_urchin,163
2010,徳島,sea_urchin,146
2010,香川,sea_urchin,0
2010,愛媛,sea_urchin,72
2010,高知,sea_urchin,13
2010,福岡,sea_urchin,101
2010,佐賀,sea_urchin,251
2010,長崎,sea_urchin,542
2010,熊本,sea_urchin,120
2010,大分,sea_urchin,109
2010,宮崎,sea_urchin,21
2010,鹿児島,sea_urchin,239
2010,沖縄,sea_urchin,43
2011,北海道,sea_urchin,6281
2011,青森,sea_urchin,574
2011,岩手,sea_urchin,196
2011,宮城,sea_urchin,51
2011,秋田,sea_urchin,0.25
2011,山形,sea_urchin,0.25
2011,福島,sea_urchin,0
2011,茨城,sea_urchin,2
2011,千葉,sea_urchin,0
2011,東京,sea_urchin,1
2011,神奈川,sea_urchin,2
2011,新潟,sea_urchin,0.25
2011,富山,sea_urchin,0.25
2011,石川,sea_urchin,0.25
2011,福井,sea_urchin,21
2011,静岡,sea_urchin,0
2011,愛知,sea_urchin,4
2011,三重,sea_urchin,12
2011,京都,sea_urchin,17
2011,大阪,sea_urchin,0
2011,兵庫,sea_urchin,24
2011,和歌山,sea_urchin,12
2011,鳥取,sea_urchin,48
2011,島根,sea_urchin,40
2011,岡山,sea_urchin,0.25
2011,広島,sea_urchin,0.25
2011,山口,sea_urchin,143
2011,徳島,sea_urchin,85
2011,香川,sea_urchin,0
2011,愛媛,sea_urchin,63
2011,高知,sea_urchin,11
2011,福岡,sea_urchin,70
2011,佐賀,sea_urchin,208
2011,長崎,sea_urchin,485
2011,熊本,sea_urchin,108
2011,大分,sea_urchin,75
2011,宮崎,sea_urchin,28
2011,鹿児島,sea_urchin,242
2011,沖縄,sea_urchin,17
2012,北海道,sea_urchin,6532
2012,青森,sea_urchin,489
2012,岩手,sea_urchin,468
2012,宮城,sea_urchin,114
2012,秋田,sea_urchin,0.25
2012,山形,sea_urchin,0.25
2012,福島,sea_urchin,0
2012,茨城,sea_urchin,0.25
2012,千葉,sea_urchin,0
2012,東京,sea_urchin,1
2012,神奈川,sea_urchin,2
2012,新潟,sea_urchin,0.25
2012,富山,sea_urchin,0.25
2012,石川,sea_urchin,0.25
2012,福井,sea_urchin,24
2012,静岡,sea_urchin,0.25
2012,愛知,sea_urchin,5
2012,三重,sea_urchin,29
2012,京都,sea_urchin,20
2012,大阪,sea_urchin,0
2012,兵庫,sea_urchin,21
2012,和歌山,sea_urchin,10
2012,鳥取,sea_urchin,9
2012,島根,sea_urchin,51
2012,岡山,sea_urchin,0
2012,広島,sea_urchin,0.25
2012,山口,sea_urchin,172
2012,徳島,sea_urchin,77
2012,香川,sea_urchin,0
2012,愛媛,sea_urchin,85
2012,高知,sea_urchin,9
2012,福岡,sea_urchin,76
2012,佐賀,sea_urchin,225
2012,長崎,sea_urchin,467
2012,熊本,sea_urchin,79
2012,大分,sea_urchin,73
2012,宮崎,sea_urchin,21
2012,鹿児島,sea_urchin,243
2012,沖縄,sea_urchin,20
2013,北海道,sea_urchin,6807
2013,青森,sea_urchin,521
2013,岩手,sea_urchin,1116
2013,宮城,sea_urchin,170
2013,秋田,sea_urchin,0.25
2013,山形,sea_urchin,0.25
2013,福島,sea_urchin,0
2013,茨城,sea_urchin,5
2013,千葉,sea_urchin,0
2013,東京,sea_urchin,0
2013,神奈川,sea_urchin,1
2013,新潟,sea_urchin,0.25
2013,富山,sea_urchin,0.25
2013,石川,sea_urchin,0.25
2013,福井,sea_urchin,15
2013,静岡,sea_urchin,0.25
2013,愛知,sea_urchin,7
2013,三重,sea_urchin,16
2013,京都,sea_urchin,26
2013,大阪,sea_urchin,0
2013,兵庫,sea_urchin,41
2013,和歌山,sea_urchin,7
2013,鳥取,sea_urchin,11
2013,島根,sea_urchin,42
2013,岡山,sea_urchin,0
2013,広島,sea_urchin,0.25
2013,山口,sea_urchin,206
2013,徳島,sea_urchin,64
2013,香川,sea_urchin,0.25
2013,愛媛,sea_urchin,25
2013,高知,sea_urchin,13
2013,福岡,sea_urchin,118
2013,佐賀,sea_urchin,192
2013,長崎,sea_urchin,422
2013,熊本,sea_urchin,58
2013,大分,sea_urchin,48
2013,宮崎,sea_urchin,35
2013,鹿児島,sea_urchin,217
2013,沖縄,sea_urchin,3
2014,北海道,sea_urchin,7429
2014,青森,sea_urchin,521
2014,岩手,sea_urchin,1299
2014,宮城,sea_urchin,228
2014,秋田,sea_urchin,0.25
2014,山形,sea_urchin,0.25
2014,福島,sea_urchin,0
2014,茨城,sea_urchin,5
2014,千葉,sea_urchin,0.25
2014,東京,sea_urchin,0
2014,神奈川,sea_urchin,0.25
2014,新潟,sea_urchin,0.25
2014,富山,sea_urchin,0.25
2014,石川,sea_urchin,0.25
2014,福井,sea_urchin,16
2014,静岡,sea_urchin,0.25
2014,愛知,sea_urchin,8
2014,三重,sea_urchin,11
2014,京都,sea_urchin,15
2014,大阪,sea_urchin,0
2014,兵庫,sea_urchin,38
2014,和歌山,sea_urchin,7
2014,鳥取,sea_urchin,27
2014,島根,sea_urchin,34
2014,岡山,sea_urchin,0.25
2014,広島,sea_urchin,0.25
2014,山口,sea_urchin,162
2014,徳島,sea_urchin,28
2014,香川,sea_urchin,0.25
2014,愛媛,sea_urchin,28
2014,高知,sea_urchin,13
2014,福岡,sea_urchin,52
2014,佐賀,sea_urchin,220
2014,長崎,sea_urchin,394
2014,熊本,sea_urchin,134
2014,大分,sea_urchin,50
2014,宮崎,sea_urchin,27
2014,鹿児島,sea_urchin,324
2014,沖縄,sea_urchin,6
2015,北海道,sea_urchin,7866
2015,青森,sea_urchin,736
2015,岩手,sea_urchin,1303
2015,宮城,sea_urchin,226
2015,秋田,sea_urchin,0
2015,山形,sea_urchin,0.25
2015,福島,sea_urchin,0.25
2015,茨城,sea_urchin,4
2015,千葉,sea_urchin,0
2015,東京,sea_urchin,0
2015,神奈川,sea_urchin,0.25
2015,新潟,sea_urchin,0.25
2015,富山,sea_urchin,0.25
2015,石川,sea_urchin,0.25
2015,福井,sea_urchin,16
2015,静岡,sea_urchin,0.25
2015,愛知,sea_urchin,6
2015,三重,sea_urchin,19
2015,京都,sea_urchin,5
2015,大阪,sea_urchin,0
2015,兵庫,sea_urchin,27
2015,和歌山,sea_urchin,9
2015,鳥取,sea_urchin,13
2015,島根,sea_urchin,43
2015,岡山,sea_urchin,0.25
2015,広島,sea_urchin,0
2015,山口,sea_urchin,148
2015,徳島,sea_urchin,31
2015,香川,sea_urchin,1
2015,愛媛,sea_urchin,67
2015,高知,sea_urchin,10
2015,福岡,sea_urchin,60
2015,佐賀,sea_urchin,188
2015,長崎,sea_urchin,427
2015,熊本,sea_urchin,119
2015,大分,sea_urchin,74
2015,宮崎,sea_urchin,24
2015,鹿児島,sea_urchin,240
2015,沖縄,sea_urchin,1
2003,北海道,shad,0
2003,青森,shad,0.25
2003,岩手,shad,0.25
2003,宮城,shad,1
2003,秋田,shad,0.25
2003,山形,shad,0
2003,福島,shad,0.25
2003,茨城,shad,0.25
2003,千葉,shad,37
2003,東京,shad,0.25
2003,神奈川,shad,8
2003,新潟,shad,0.25
2003,富山,shad,7
2003,石川,shad,15
2003,福井,shad,1
2003,静岡,shad,15
2003,愛知,shad,95
2003,三重,shad,9
2003,京都,shad,3
2003,大阪,shad,96
2003,兵庫,shad,9
2003,和歌山,shad,10
2003,鳥取,shad,4
2003,島根,shad,1
2003,岡山,shad,5
2003,広島,shad,47
2003,山口,shad,11
2003,徳島,shad,16
2003,香川,shad,12
2003,愛媛,shad,15
2003,高知,shad,0
2003,福岡,shad,46
2003,佐賀,shad,132
2003,長崎,shad,12
2003,熊本,shad,99
2003,大分,shad,11
2003,宮崎,shad,0.25
2003,鹿児島,shad,2
2003,沖縄,shad,0
2004,愛知,shad,32
2004,愛媛,shad,9
2004,茨城,shad,0.25
2004,岡山,shad,5
2004,沖縄,shad,0
2004,岩手,shad,0.25
2004,宮崎,shad,0.25
2004,宮城,shad,0.25
2004,京都,shad,1
2004,熊本,shad,86
2004,広島,shad,58
2004,香川,shad,16
2004,高知,shad,0
2004,佐賀,shad,121
2004,三重,shad,11
2004,山形,shad,0
2004,山口,shad,9
2004,鹿児島,shad,8
2004,秋田,shad,1
2004,新潟,shad,0.25
2004,神奈川,shad,7
2004,青森,shad,2
2004,静岡,shad,18
2004,石川,shad,71
2004,千葉,shad,40
2004,大阪,shad,219
2004,大分,shad,2
2004,長崎,shad,10
2004,鳥取,shad,21
2004,島根,shad,2
2004,東京,shad,0.25
2004,徳島,shad,8
2004,富山,shad,17
2004,福井,shad,0.25
2004,福岡,shad,36
2004,福島,shad,0.25
2004,兵庫,shad,30
2004,北海道,shad,0
2004,和歌山,shad,15
2005,愛知,shad,70
2005,愛媛,shad,11
2005,茨城,shad,0.25
2005,岡山,shad,5
2005,沖縄,shad,0
2005,岩手,shad,0.25
2005,宮崎,shad,0.25
2005,宮城,shad,2
2005,京都,shad,3
2005,熊本,shad,108
2005,広島,shad,47
2005,香川,shad,10
2005,高知,shad,0.25
2005,佐賀,shad,114
2005,三重,shad,3
2005,山形,shad,0
2005,山口,shad,7
2005,鹿児島,shad,1
2005,秋田,shad,0.25
2005,新潟,shad,0.25
2005,神奈川,shad,14
2005,青森,shad,0.25
2005,静岡,shad,7
2005,石川,shad,12
2005,千葉,shad,36
2005,大阪,shad,115
2005,大分,shad,8
2005,長崎,shad,12
2005,鳥取,shad,4
2005,島根,shad,1
2005,東京,shad,0.25
2005,徳島,shad,2
2005,富山,shad,2
2005,福井,shad,1
2005,福岡,shad,31
2005,福島,shad,2
2005,兵庫,shad,53
2005,北海道,shad,0
2005,和歌山,shad,2
2006,北海道,shad,0
2006,青森,shad,0.25
2006,岩手,shad,0.25
2006,宮城,shad,1
2006,秋田,shad,1
2006,山形,shad,0
2006,福島,shad,9
2006,茨城,shad,0.25
2006,千葉,shad,38
2006,東京,shad,0.25
2006,神奈川,shad,23
2006,新潟,shad,0.25
2006,富山,shad,5
2006,石川,shad,25
2006,福井,shad,0.25
2006,静岡,shad,2
2006,愛知,shad,36
2006,三重,shad,3
2006,京都,shad,1
2006,大阪,shad,130
2006,兵庫,shad,41
2006,和歌山,shad,0.25
2006,鳥取,shad,0.25
2006,島根,shad,0.25
2006,岡山,shad,4
2006,広島,shad,36
2006,山口,shad,7
2006,徳島,shad,10
2006,香川,shad,7
2006,愛媛,shad,3
2006,高知,shad,0
2006,福岡,shad,44
2006,佐賀,shad,140
2006,長崎,shad,14
2006,熊本,shad,69
2006,大分,shad,5
2006,宮崎,shad,1
2006,鹿児島,shad,10
2006,沖縄,shad,0
2007,北海道,shad,0
2007,青森,shad,0.25
2007,岩手,shad,0.25
2007,宮城,shad,1
2007,秋田,shad,9
2007,山形,shad,0
2007,福島,shad,0.25
2007,茨城,shad,0.25
2007,千葉,shad,56
2007,東京,shad,NA
2007,神奈川,shad,200
2007,新潟,shad,1
2007,富山,shad,7
2007,石川,shad,3
2007,福井,shad,0.25
2007,静岡,shad,NA
2007,愛知,shad,94
2007,三重,shad,50
2007,京都,shad,4
2007,大阪,shad,129
2007,兵庫,shad,45
2007,和歌山,shad,0.25
2007,鳥取,shad,0.25
2007,島根,shad,0.25
2007,岡山,shad,4
2007,広島,shad,48
2007,山口,shad,8
2007,徳島,shad,18
2007,香川,shad,15
2007,愛媛,shad,9
2007,高知,shad,0.25
2007,福岡,shad,45
2007,佐賀,shad,187
2007,長崎,shad,12
2007,熊本,shad,122
2007,大分,shad,8
2007,宮崎,shad,1
2007,鹿児島,shad,5
2007,沖縄,shad,0
2008,北海道,shad,0
2008,青森,shad,0.25
2008,岩手,shad,NA
2008,宮城,shad,1
2008,秋田,shad,1
2008,山形,shad,0
2008,福島,shad,0.25
2008,茨城,shad,0.25
2008,千葉,shad,45
2008,東京,shad,1
2008,神奈川,shad,53
2008,新潟,shad,0.25
2008,富山,shad,2
2008,石川,shad,3
2008,福井,shad,0.25
2008,静岡,shad,25
2008,愛知,shad,52
2008,三重,shad,3
2008,京都,shad,7
2008,大阪,shad,27
2008,兵庫,shad,25
2008,和歌山,shad,0.25
2008,鳥取,shad,NA
2008,島根,shad,1
2008,岡山,shad,5
2008,広島,shad,30
2008,山口,shad,5
2008,徳島,shad,1
2008,香川,shad,20
2008,愛媛,shad,5
2008,高知,shad,0.25
2008,福岡,shad,50
2008,佐賀,shad,235
2008,長崎,shad,13
2008,熊本,shad,119
2008,大分,shad,3
2008,宮崎,shad,0.25
2008,鹿児島,shad,6
2008,沖縄,shad,0
2009,北海道,shad,0
2009,青森,shad,0.25
2009,岩手,shad,0.25
2009,宮城,shad,1
2009,秋田,shad,1
2009,山形,shad,0
2009,福島,shad,0.25
2009,茨城,shad,0.25
2009,千葉,shad,48
2009,東京,shad,0.25
2009,神奈川,shad,15
2009,新潟,shad,1
2009,富山,shad,2
2009,石川,shad,7
2009,福井,shad,1
2009,静岡,shad,16
2009,愛知,shad,19
2009,三重,shad,2
2009,京都,shad,2
2009,大阪,shad,81
2009,兵庫,shad,24
2009,和歌山,shad,0.25
2009,鳥取,shad,0.25
2009,島根,shad,1
2009,岡山,shad,5
2009,広島,shad,24
2009,山口,shad,4
2009,徳島,shad,1
2009,香川,shad,22
2009,愛媛,shad,4
2009,高知,shad,0.25
2009,福岡,shad,58
2009,佐賀,shad,198
2009,長崎,shad,9
2009,熊本,shad,96
2009,大分,shad,4
2009,宮崎,shad,1
2009,鹿児島,shad,8
2009,沖縄,shad,0
2010,北海道,shad,0
2010,青森,shad,0.25
2010,岩手,shad,0.25
2010,宮城,shad,1
2010,秋田,shad,1
2010,山形,shad,0
2010,福島,shad,0.25
2010,茨城,shad,0.25
2010,千葉,shad,100
2010,東京,shad,2
2010,神奈川,shad,16
2010,新潟,shad,0.25
2010,富山,shad,2
2010,石川,shad,2
2010,福井,shad,1
2010,静岡,shad,14
2010,愛知,shad,43
2010,三重,shad,4
2010,京都,shad,3
2010,大阪,shad,80
2010,兵庫,shad,16
2010,和歌山,shad,0.25
2010,鳥取,shad,16
2010,島根,shad,5
2010,岡山,shad,3
2010,広島,shad,20
2010,山口,shad,7
2010,徳島,shad,1
2010,香川,shad,17
2010,愛媛,shad,7
2010,高知,shad,0.25
2010,福岡,shad,56
2010,佐賀,shad,205
2010,長崎,shad,11
2010,熊本,shad,68
2010,大分,shad,5
2010,宮崎,shad,0.25
2010,鹿児島,shad,3
2010,沖縄,shad,0
2011,北海道,shad,0
2011,青森,shad,0.25
2011,岩手,shad,0
2011,宮城,shad,0.25
2011,秋田,shad,1
2011,山形,shad,0
2011,福島,shad,0.25
2011,茨城,shad,0.25
2011,千葉,shad,67
2011,東京,shad,1
2011,神奈川,shad,54
2011,新潟,shad,1
2011,富山,shad,5
2011,石川,shad,2
2011,福井,shad,0.25
2011,静岡,shad,14
2011,愛知,shad,38
2011,三重,shad,3
2011,京都,shad,2
2011,大阪,shad,139
2011,兵庫,shad,17
2011,和歌山,shad,0.25
2011,鳥取,shad,1
2011,島根,shad,1
2011,岡山,shad,4
2011,広島,shad,16
2011,山口,shad,8
2011,徳島,shad,1
2011,香川,shad,16
2011,愛媛,shad,6
2011,高知,shad,0.25
2011,福岡,shad,42
2011,佐賀,shad,153
2011,長崎,shad,12
2011,熊本,shad,50
2011,大分,shad,4
2011,宮崎,shad,1
2011,鹿児島,shad,4
2011,沖縄,shad,0
2012,北海道,shad,0
2012,青森,shad,0.25
2012,岩手,shad,0.25
2012,宮城,shad,0.25
2012,秋田,shad,1
2012,山形,shad,0
2012,福島,shad,0
2012,茨城,shad,0.25
2012,千葉,shad,99
2012,東京,shad,1
2012,神奈川,shad,23
2012,新潟,shad,1
2012,富山,shad,3
2012,石川,shad,10
2012,福井,shad,0.25
2012,静岡,shad,NA
2012,愛知,shad,19
2012,三重,shad,NA
2012,京都,shad,2
2012,大阪,shad,30
2012,兵庫,shad,10
2012,和歌山,shad,0.25
2012,鳥取,shad,18
2012,島根,shad,1
2012,岡山,shad,3
2012,広島,shad,15
2012,山口,shad,6
2012,徳島,shad,1
2012,香川,shad,12
2012,愛媛,shad,5
2012,高知,shad,NA
2012,福岡,shad,24
2012,佐賀,shad,149
2012,長崎,shad,17
2012,熊本,shad,74
2012,大分,shad,4
2012,宮崎,shad,0.25
2012,鹿児島,shad,19
2012,沖縄,shad,0
2013,北海道,shad,0
2013,青森,shad,0.25
2013,岩手,shad,0.25
2013,宮城,shad,0.25
2013,秋田,shad,1
2013,山形,shad,0
2013,福島,shad,0
2013,茨城,shad,0.25
2013,千葉,shad,159
2013,東京,shad,NA
2013,神奈川,shad,7
2013,新潟,shad,0.25
2013,富山,shad,1
2013,石川,shad,20
2013,福井,shad,0.25
2013,静岡,shad,22
2013,愛知,shad,30
2013,三重,shad,NA
2013,京都,shad,2
2013,大阪,shad,32
2013,兵庫,shad,8
2013,和歌山,shad,0.25
2013,鳥取,shad,18
2013,島根,shad,2
2013,岡山,shad,3
2013,広島,shad,13
2013,山口,shad,6
2013,徳島,shad,NA
2013,香川,shad,12
2013,愛媛,shad,NA
2013,高知,shad,0.25
2013,福岡,shad,29
2013,佐賀,shad,129
2013,長崎,shad,9
2013,熊本,shad,123
2013,大分,shad,5
2013,宮崎,shad,0.25
2013,鹿児島,shad,34
2013,沖縄,shad,0
2014,北海道,shad,0
2014,青森,shad,0.25
2014,岩手,shad,0.25
2014,宮城,shad,1
2014,秋田,shad,1
2014,山形,shad,0
2014,福島,shad,0
2014,茨城,shad,0.25
2014,千葉,shad,124
2014,東京,shad,0.25
2014,神奈川,shad,13
2014,新潟,shad,0.25
2014,富山,shad,1
2014,石川,shad,4
2014,福井,shad,0.25
2014,静岡,shad,29
2014,愛知,shad,21
2014,三重,shad,3
2014,京都,shad,5
2014,大阪,shad,59
2014,兵庫,shad,10
2014,和歌山,shad,0.25
2014,鳥取,shad,44
2014,島根,shad,5
2014,岡山,shad,2
2014,広島,shad,15
2014,山口,shad,9
2014,徳島,shad,NA
2014,香川,shad,9
2014,愛媛,shad,NA
2014,高知,shad,0.25
2014,福岡,shad,27
2014,佐賀,shad,107
2014,長崎,shad,8
2014,熊本,shad,122
2014,大分,shad,7
2014,宮崎,shad,0.25
2014,鹿児島,shad,11
2014,沖縄,shad,0
2015,北海道,shad,0
2015,青森,shad,0.25
2015,岩手,shad,0
2015,宮城,shad,0.25
2015,秋田,shad,1
2015,山形,shad,0
2015,福島,shad,0
2015,茨城,shad,1
2015,千葉,shad,78
2015,東京,shad,NA
2015,神奈川,shad,9
2015,新潟,shad,0.25
2015,富山,shad,2
2015,石川,shad,28
2015,福井,shad,0.25
2015,静岡,shad,NA
2015,愛知,shad,20
2015,三重,shad,7
2015,京都,shad,5
2015,大阪,shad,32
2015,兵庫,shad,6
2015,和歌山,shad,0.25
2015,鳥取,shad,1
2015,島根,shad,1
2015,岡山,shad,2
2015,広島,shad,15
2015,山口,shad,3
2015,徳島,shad,NA
2015,香川,shad,11
2015,愛媛,shad,NA
2015,高知,shad,0.25
2015,福岡,shad,33
2015,佐賀,shad,122
2015,長崎,shad,7
2015,熊本,shad,91
2015,大分,shad,5
2015,宮崎,shad,1
2015,鹿児島,shad,20
2015,沖縄,shad,0
2003,北海道,shark,371
2003,青森,shark,281
2003,岩手,shark,440
2003,宮城,shark,1835
2003,秋田,shark,18
2003,山形,shark,5
2003,福島,shark,190
2003,茨城,shark,74
2003,千葉,shark,94
2003,東京,shark,28
2003,神奈川,shark,70
2003,新潟,shark,7
2003,富山,shark,391
2003,石川,shark,3
2003,福井,shark,2
2003,静岡,shark,49
2003,愛知,shark,1
2003,三重,shark,2
2003,京都,shark,0.25
2003,大阪,shark,1
2003,兵庫,shark,13
2003,和歌山,shark,44
2003,鳥取,shark,0.25
2003,島根,shark,2
2003,岡山,shark,0.25
2003,広島,shark,0.25
2003,山口,shark,13
2003,徳島,shark,1
2003,香川,shark,0.25
2003,愛媛,shark,35
2003,高知,shark,23
2003,福岡,shark,5
2003,佐賀,shark,0.25
2003,長崎,shark,93
2003,熊本,shark,5
2003,大分,shark,15
2003,宮崎,shark,11
2003,鹿児島,shark,168
2003,沖縄,shark,1
2004,愛知,shark,1
2004,愛媛,shark,25
2004,茨城,shark,33
2004,岡山,shark,0.25
2004,沖縄,shark,16
2004,岩手,shark,432
2004,宮崎,shark,9
2004,宮城,shark,2531
2004,京都,shark,0.25
2004,熊本,shark,6
2004,広島,shark,1
2004,香川,shark,1
2004,高知,shark,19
2004,佐賀,shark,1
2004,三重,shark,1
2004,山形,shark,6
2004,山口,shark,6
2004,鹿児島,shark,254
2004,秋田,shark,22
2004,新潟,shark,7
2004,神奈川,shark,86
2004,青森,shark,226
2004,静岡,shark,63
2004,石川,shark,2
2004,千葉,shark,145
2004,大阪,shark,4
2004,大分,shark,16
2004,長崎,shark,134
2004,鳥取,shark,0.25
2004,島根,shark,2
2004,東京,shark,46
2004,徳島,shark,1
2004,富山,shark,193
2004,福井,shark,0.25
2004,福岡,shark,5
2004,福島,shark,154
2004,兵庫,shark,8
2004,北海道,shark,379
2004,和歌山,shark,73
2005,愛知,shark,1
2005,愛媛,shark,22
2005,茨城,shark,31
2005,岡山,shark,0.25
2005,沖縄,shark,34
2005,岩手,shark,450
2005,宮崎,shark,9
2005,宮城,shark,3823
2005,京都,shark,0.25
2005,熊本,shark,7
2005,広島,shark,1
2005,香川,shark,1
2005,高知,shark,58
2005,佐賀,shark,0.25
2005,三重,shark,1
2005,山形,shark,3
2005,山口,shark,5
2005,鹿児島,shark,305
2005,秋田,shark,15
2005,新潟,shark,6
2005,神奈川,shark,139
2005,青森,shark,231
2005,静岡,shark,182
2005,石川,shark,2
2005,千葉,shark,100
2005,大阪,shark,3
2005,大分,shark,23
2005,長崎,shark,121
2005,鳥取,shark,0.25
2005,島根,shark,3
2005,東京,shark,72
2005,徳島,shark,1
2005,富山,shark,207
2005,福井,shark,0.25
2005,福岡,shark,4
2005,福島,shark,164
2005,兵庫,shark,5
2005,北海道,shark,649
2005,和歌山,shark,18
2006,北海道,shark,344
2006,青森,shark,230
2006,岩手,shark,459
2006,宮城,shark,4300
2006,秋田,shark,17
2006,山形,shark,6
2006,福島,shark,72
2006,茨城,shark,3
2006,千葉,shark,54
2006,東京,shark,42
2006,神奈川,shark,138
2006,新潟,shark,5
2006,富山,shark,100
2006,石川,shark,2
2006,福井,shark,0.25
2006,静岡,shark,61
2006,愛知,shark,0.25
2006,三重,shark,53
2006,京都,shark,0.25
2006,大阪,shark,3
2006,兵庫,shark,4
2006,和歌山,shark,27
2006,鳥取,shark,0.25
2006,島根,shark,3
2006,岡山,shark,0.25
2006,広島,shark,2
2006,山口,shark,6
2006,徳島,shark,0.25
2006,香川,shark,1
2006,愛媛,shark,21
2006,高知,shark,70
2006,福岡,shark,5
2006,佐賀,shark,0.25
2006,長崎,shark,40
2006,熊本,shark,5
2006,大分,shark,13
2006,宮崎,shark,7
2006,鹿児島,shark,47
2006,沖縄,shark,35
2007,北海道,shark,388
2007,青森,shark,197
2007,岩手,shark,488
2007,宮城,shark,3449
2007,秋田,shark,13
2007,山形,shark,3
2007,福島,shark,22
2007,茨城,shark,1
2007,千葉,shark,112
2007,東京,shark,57
2007,神奈川,shark,236
2007,新潟,shark,3
2007,富山,shark,55
2007,石川,shark,2
2007,福井,shark,0.25
2007,静岡,shark,270
2007,愛知,shark,0.25
2007,三重,shark,91
2007,京都,shark,0.25
2007,大阪,shark,1
2007,兵庫,shark,5
2007,和歌山,shark,33
2007,鳥取,shark,0.25
2007,島根,shark,2
2007,岡山,shark,0.25
2007,広島,shark,2
2007,山口,shark,5
2007,徳島,shark,1
2007,香川,shark,2
2007,愛媛,shark,18
2007,高知,shark,112
2007,福岡,shark,3
2007,佐賀,shark,0.25
2007,長崎,shark,29
2007,熊本,shark,7
2007,大分,shark,42
2007,宮崎,shark,11
2007,鹿児島,shark,69
2007,沖縄,shark,46
2008,北海道,shark,173
2008,青森,shark,214
2008,岩手,shark,626
2008,宮城,shark,3597
2008,秋田,shark,11
2008,山形,shark,7
2008,福島,shark,84
2008,茨城,shark,1
2008,千葉,shark,28
2008,東京,shark,225
2008,神奈川,shark,312
2008,新潟,shark,3
2008,富山,shark,51
2008,石川,shark,1
2008,福井,shark,0.25
2008,静岡,shark,401
2008,愛知,shark,0.25
2008,三重,shark,81
2008,京都,shark,0.25
2008,大阪,shark,2
2008,兵庫,shark,4
2008,和歌山,shark,20
2008,鳥取,shark,0.25
2008,島根,shark,4
2008,岡山,shark,0.25
2008,広島,shark,1
2008,山口,shark,7
2008,徳島,shark,2
2008,香川,shark,1
2008,愛媛,shark,25
2008,高知,shark,92
2008,福岡,shark,2
2008,佐賀,shark,0.25
2008,長崎,shark,41
2008,熊本,shark,3
2008,大分,shark,60
2008,宮崎,shark,13
2008,鹿児島,shark,151
2008,沖縄,shark,35
2009,北海道,shark,346
2009,青森,shark,210
2009,岩手,shark,496
2009,宮城,shark,3208
2009,秋田,shark,11
2009,山形,shark,3
2009,福島,shark,42
2009,茨城,shark,4
2009,千葉,shark,10
2009,東京,shark,193
2009,神奈川,shark,285
2009,新潟,shark,2
2009,富山,shark,165
2009,石川,shark,1
2009,福井,shark,0.25
2009,静岡,shark,321
2009,愛知,shark,1
2009,三重,shark,100
2009,京都,shark,0.25
2009,大阪,shark,1
2009,兵庫,shark,4
2009,和歌山,shark,16
2009,鳥取,shark,0.25
2009,島根,shark,2
2009,岡山,shark,0.25
2009,広島,shark,0.25
2009,山口,shark,5
2009,徳島,shark,2
2009,香川,shark,0.25
2009,愛媛,shark,28
2009,高知,shark,72
2009,福岡,shark,2
2009,佐賀,shark,0.25
2009,長崎,shark,51
2009,熊本,shark,2
2009,大分,shark,43
2009,宮崎,shark,12
2009,鹿児島,shark,74
2009,沖縄,shark,23
2010,北海道,shark,349
2010,青森,shark,186
2010,岩手,shark,416
2010,宮城,shark,3406
2010,秋田,shark,9
2010,山形,shark,5
2010,福島,shark,41
2010,茨城,shark,4
2010,千葉,shark,35
2010,東京,shark,142
2010,神奈川,shark,371
2010,新潟,shark,2
2010,富山,shark,129
2010,石川,shark,0.25
2010,福井,shark,0.25
2010,静岡,shark,256
2010,愛知,shark,0.25
2010,三重,shark,156
2010,京都,shark,0.25
2010,大阪,shark,2
2010,兵庫,shark,4
2010,和歌山,shark,15
2010,鳥取,shark,0.25
2010,島根,shark,2
2010,岡山,shark,0.25
2010,広島,shark,1
2010,山口,shark,4
2010,徳島,shark,2
